title,link,scraped_at
Santiago Diaz - Software Engineer @ Walmart,https://www.linkedin.com/in/santiagoddiaz,2026-01-19T09:27:16.752880
"Joseph Howard - Software Development Engineer II, at ...",https://www.linkedin.com/in/jhoward0,2026-01-19T09:27:16.790825
Ivan Murzak - Software Engineer | Unity Specialist,https://www.linkedin.com/in/ivan-murzak,2026-01-19T09:27:16.809262
Elias Lopes - Software Engineer Intern (2x) @ NVIDIA,https://www.linkedin.com/in/elias-lopes-273130297,2026-01-19T09:27:16.827767
Pankaj Sharma - Ex - R&D Software Engineering Specialist ...,https://in.linkedin.com/in/pankajlinked2711,2026-01-19T09:27:16.846346
Manindra Bollam - Senior Software Engineer | Node.js,https://in.linkedin.com/in/manindrabollam,2026-01-19T09:27:16.866824
"Himanshu Singh - Stella, Leap Wallet",https://in.linkedin.com/in/hsnice16,2026-01-19T09:27:16.885499
Ashley Cruz - Lopez - Computer Science Software ...,https://www.linkedin.com/in/ashley-cruz-lopez,2026-01-19T09:27:16.904297
Raj Savaliya - Software Engineer II @JioHotstar (Disney+ ...,https://in.linkedin.com/in/savaliya-raj,2026-01-19T09:27:16.923360
"Salah M. - AI-Native Software Developer | C#, .NET, Angular",https://fr.linkedin.com/in/salahmusthafa,2026-01-19T09:27:16.941991
LinkedIn Profile,https://www.google.com/search?q=site:linkedin.com/in/+software+engineer&sca_esv=71b86378781733a7&tbs=qdr:w&ei=8PhtafyDPJmh5NoP4f6TwQE&start=10&sa=N&sstk=Af77f_f5DLL-T3Q-_7G8dIBSMLGNFTg3Fky1Z36EMQUAN8ClmYzBiwvTBcdu3e87odlIjHbbDDMwun-o7Bd1mph1tpB_L-4EFgS9Ng&ved=2ahUKEwj8u6zepJeSAxWZEFkFHWH_JBgQ8tMDegQICBAE,2026-01-19T09:27:16.960381
LinkedIn Profile,https://www.google.com/search?q=site:linkedin.com/in/+software+engineer&sca_esv=71b86378781733a7&udm=50&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&aep=1&ntc=1&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChDYnw56BAgMEAQ,2026-01-19T09:27:27.608733
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&udm=2&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&q=site:linkedin.com/in/+software+engineer&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChC0qAt6BAgSEAE,2026-01-19T09:27:27.691260
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&udm=7&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&q=site:linkedin.com/in/+software+engineer&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChC0qAt6BAgREAE,2026-01-19T09:27:27.709703
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&udm=18&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&q=site:linkedin.com/in/+software+engineer&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChCzqAt6BAgPEAE,2026-01-19T09:27:27.746310
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&udm=39&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&q=site:linkedin.com/in/+software+engineer&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChCzqAt6BAgOEAE,2026-01-19T09:27:27.764556
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&tbs=qdr:w&q=site:linkedin.com/in/+software+engineer&tbm=nws&source=lnms&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChDSlAl6BAg8EAE,2026-01-19T09:27:27.783008
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&udm=14&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&q=site:linkedin.com/in/+software+engineer&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChCzqAt6BAg6EAE,2026-01-19T09:27:27.801157
LinkedIn Profile,https://www.google.com/search?sca_esv=71b86378781733a7&tbs=qdr:w&q=site:linkedin.com/in/+software+engineer&udm=36&source=lnms&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3p-ML-906rRL_m6h4jR-tdCH-vUIlZq9RzugLEcfjf51b4dfDKizXS4hTwRCZW2TydVcnv1RUVx0SX0axPgL6aA1y5lH4oIQTHc9n3as9K40uq1ucVlSq7hphXixGrVbAHaxl4xbaQRNq-TBoJwkyHSzWgD1m8zRB8KZ0lvZ8gcgw8mFAQ&sa=X&ved=2ahUKEwidp47jpJeSAxVfKVkFHTnFOPI4ChDSlAl6BAg7EAE,2026-01-19T09:27:27.819303
Shafayat Hossain Majumder - Associate Software Engineer ...,https://www.linkedin.com/in/monsieurmajumder/,2026-01-19T09:27:27.875261
